,age,capital-gain,capital-loss,education-num,education_10th,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Preschool,education_Prof-school,education_Some-college,hw,label,marital-status,native-country,occupation,race,relationship,sex,workclass
19598,54,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Prof-specialty,White,Wife,0,Private
19607,25,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
19619,23,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,35,0,Never-married,United-States,Other-service,White,Own-child,1,Private
19624,18,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,0,Never-married,United-States,Other-service,White,Own-child,0,Private
19636,51,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
19645,43,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,48,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
19662,30,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,37,0,Never-married,United-States,Adm-clerical,White,Not-in-family,0,State-gov
19672,69,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8,0,Widowed,United-States,Handlers-cleaners,White,Not-in-family,0,Private
19691,52,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Protective-serv,Black,Husband,1,State-gov
19696,30,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,25,0,Divorced,United-States,Adm-clerical,White,Not-in-family,0,Private
19718,33,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Self-emp-not-inc
19720,41,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,44,0,Separated,Cuba,Machine-op-inspct,White,Unmarried,0,Private
19723,27,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Exec-managerial,White,Not-in-family,0,Private
19725,38,3103,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,60,1,Married-civ-spouse,United-States,Prof-specialty,Asian-Pac-Islander,Husband,1,Self-emp-not-inc
19732,24,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,56,0,Never-married,United-States,Adm-clerical,White,Not-in-family,1,Private
19736,38,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Exec-managerial,White,Own-child,0,Private
19738,27,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
19745,36,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60,1,Married-civ-spouse,United-States,Protective-serv,White,Husband,1,Local-gov
19773,49,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Self-emp-not-inc
19778,64,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,0,Widowed,United-States,Exec-managerial,White,Not-in-family,0,Private
19781,51,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Adm-clerical,Black,Not-in-family,0,Private
19788,17,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,0,Never-married,United-States,0,White,Own-child,0,0
19791,47,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,56,1,Divorced,United-States,Exec-managerial,White,Not-in-family,1,Local-gov
19792,50,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Divorced,United-States,Other-service,White,Not-in-family,1,Private
19794,32,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,55,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Self-emp-not-inc
19798,45,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,30,0,Never-married,United-States,Prof-specialty,White,Not-in-family,1,Private
19800,32,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Craft-repair,White,Not-in-family,1,Self-emp-not-inc
19803,26,0,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,Mexico,Craft-repair,White,Not-in-family,1,Private
19804,47,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,80,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Self-emp-inc
19811,38,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Other-service,White,Husband,1,Private
19813,35,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,1,Private
19825,54,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,38,0,Widowed,United-States,Adm-clerical,White,Unmarried,0,Private
19830,42,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,35,0,Married-spouse-absent,United-States,0,White,Not-in-family,1,0
19840,29,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,0,Never-married,United-States,Machine-op-inspct,Other,Not-in-family,1,Private
19850,39,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,1,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Private
19863,53,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,70,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,1,Self-emp-not-inc
19866,50,7688,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,55,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Self-emp-not-inc
19869,32,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45,0,Never-married,United-States,Sales,White,Not-in-family,0,Private
19870,77,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10,0,Married-civ-spouse,United-States,Priv-house-serv,Black,Wife,0,Private
19874,53,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,35,0,Married-spouse-absent,United-States,Transport-moving,White,Other-relative,0,Local-gov
19887,60,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Private
19907,23,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Protective-serv,White,Own-child,1,State-gov
19909,56,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,48,0,Married-civ-spouse,United-States,Machine-op-inspct,Black,Husband,1,Private
19910,36,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45,0,Divorced,United-States,Exec-managerial,White,Unmarried,1,Private
19914,25,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,United-States,Prof-specialty,White,Not-in-family,0,Local-gov
19926,27,0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10,0,Never-married,India,Prof-specialty,Asian-Pac-Islander,Not-in-family,1,Private
19932,39,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Divorced,United-States,Transport-moving,White,Not-in-family,1,Private
19955,19,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,0,Never-married,United-States,Sales,White,Own-child,1,Private
19958,19,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Craft-repair,White,Own-child,1,Private
19965,56,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Separated,United-States,Other-service,Black,Not-in-family,0,Private
19966,19,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Other-service,White,Own-child,0,Private
19977,49,5013,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
19982,30,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Local-gov
19984,36,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
20006,41,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Machine-op-inspct,Black,Unmarried,0,Private
20026,48,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,55,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
20034,47,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,65,0,Never-married,United-States,Farming-fishing,White,Not-in-family,1,Self-emp-not-inc
20046,44,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
20063,22,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,United-States,Prof-specialty,White,Not-in-family,1,Private
20071,33,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,1,Separated,United-States,Sales,White,Not-in-family,0,Private
20073,65,2414,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Without-pay
20078,48,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,48,0,Widowed,United-States,Handlers-cleaners,White,Other-relative,0,Private
20081,56,4508,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
20093,26,0,1887,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
20106,52,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Divorced,United-States,Craft-repair,White,Not-in-family,1,Private
20113,33,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,38,0,Never-married,United-States,Adm-clerical,White,Not-in-family,0,Private
20117,62,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6,0,Never-married,United-States,Other-service,White,Unmarried,0,Self-emp-not-inc
20126,37,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
20129,41,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
20130,36,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Divorced,United-States,Prof-specialty,White,Unmarried,1,Local-gov
20131,26,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,0,Divorced,United-States,Other-service,White,Not-in-family,0,Private
20153,46,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,0,Divorced,United-States,Craft-repair,White,Unmarried,1,Private
20159,64,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,0,White,Husband,1,0
20160,36,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,45,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
20164,53,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
20187,18,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,30,0,Never-married,United-States,0,White,Own-child,0,0
20190,36,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,20,0,Divorced,United-States,Other-service,Black,Unmarried,0,State-gov
20191,33,0,1485,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,38,0,Married-civ-spouse,United-States,0,White,Wife,0,0
20195,35,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,38,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband,1,Private
20202,34,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,25,0,Never-married,United-States,Prof-specialty,White,Not-in-family,0,Self-emp-not-inc
20204,18,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,0,Never-married,United-States,Sales,White,Own-child,0,Private
20208,33,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,65,0,Married-civ-spouse,United-States,Sales,White,Husband,1,Self-emp-inc
20218,26,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,20,0,Never-married,United-States,Transport-moving,White,Own-child,1,Private
20266,25,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,30,0,Never-married,United-States,0,White,Own-child,0,0
20282,50,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Federal-gov
20286,39,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Transport-moving,White,Not-in-family,1,Private
20305,44,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,55,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Federal-gov
20310,41,0,2002,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
20312,21,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Adm-clerical,White,Not-in-family,0,Private
20319,50,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40,0,Divorced,United-States,Other-service,White,Other-relative,0,Private
20324,65,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,28,0,Divorced,United-States,Sales,White,Not-in-family,1,Private
20335,48,4386,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,1,Private
20339,26,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,Poland,Craft-repair,White,Husband,1,Private
20365,41,0,625,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Adm-clerical,Other,Not-in-family,0,Private
20397,30,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,32,0,Divorced,United-States,Other-service,White,Unmarried,0,Private
20410,21,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family,1,Private
20460,33,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Other-service,White,Husband,1,State-gov
20464,57,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,0,Prof-specialty,White,Husband,1,Self-emp-not-inc
20471,40,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
20477,34,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,65,1,Never-married,United-States,Sales,White,Not-in-family,1,Private
20480,55,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,0,0,White,Husband,1,0
20481,26,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
20482,80,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16,0,Married-spouse-absent,United-States,Adm-clerical,White,Not-in-family,0,Private
20499,37,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,0,Transport-moving,Asian-Pac-Islander,Husband,1,Private
20507,47,15024,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
20526,26,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Adm-clerical,White,Own-child,0,Private
20546,43,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,70,1,Married-civ-spouse,United-States,Farming-fishing,White,Husband,1,Self-emp-not-inc
20554,21,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,15,0,Never-married,United-States,Protective-serv,White,Own-child,1,Private
20567,22,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,20,0,Never-married,United-States,Protective-serv,White,Not-in-family,1,Private
20571,18,594,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20,0,Never-married,United-States,Craft-repair,White,Own-child,1,Private
20582,54,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,65,0,Divorced,United-States,Transport-moving,White,Not-in-family,1,Self-emp-not-inc
20597,29,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48,0,Never-married,United-States,Craft-repair,White,Not-in-family,1,Private
20614,27,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Prof-specialty,Black,Own-child,0,Local-gov
20636,23,4650,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Divorced,Ireland,Craft-repair,White,Not-in-family,1,Private
20638,39,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,1,Married-civ-spouse,0,Prof-specialty,White,Husband,1,Private
20645,44,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,60,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
20655,55,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60,0,Never-married,United-States,Transport-moving,White,Not-in-family,1,Private
20673,44,0,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Divorced,United-States,Machine-op-inspct,White,Unmarried,0,Private
20685,48,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
20706,41,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,0,Never-married,United-States,Prof-specialty,White,Not-in-family,0,Private
20713,55,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,15,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,State-gov
20714,49,4064,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
20716,52,0,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,0,Machine-op-inspct,White,Not-in-family,0,Private
20718,46,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,48,0,Divorced,United-States,Craft-repair,White,Not-in-family,1,Private
20733,24,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Wife,0,Private
20745,18,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,United-States,Farming-fishing,White,Own-child,1,Local-gov
20749,37,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Transport-moving,White,Not-in-family,1,Private
20756,50,0,1485,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Wife,0,Private
20767,29,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Exec-managerial,Black,Husband,1,Private
20793,51,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
20795,47,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,State-gov
20798,49,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Federal-gov
20808,21,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12,0,Never-married,United-States,Sales,White,Own-child,1,Private
20831,37,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,48,0,Divorced,United-States,Craft-repair,White,Unmarried,0,Private
20835,42,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,50,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
20852,26,2885,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
20853,56,0,1977,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Self-emp-not-inc
20857,51,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
20870,44,0,1340,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,0,Never-married,United-States,Tech-support,White,Not-in-family,1,Local-gov
20878,61,0,0,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,90,0,Married-spouse-absent,United-States,Exec-managerial,White,Not-in-family,0,Self-emp-not-inc
20907,44,4386,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,55,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
20917,52,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
20967,20,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Adm-clerical,White,Own-child,0,Private
20969,34,0,2258,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,50,0,Never-married,United-States,Prof-specialty,White,Not-in-family,1,Private
20988,50,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,70,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Private
21001,19,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family,1,Private
21014,53,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,48,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Federal-gov
21015,40,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,24,1,Married-civ-spouse,United-States,Exec-managerial,White,Wife,0,Private
21019,51,4386,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Local-gov
21047,57,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,48,0,Married-civ-spouse,United-States,Other-service,White,Husband,1,Self-emp-not-inc
21078,29,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Other-service,White,Husband,1,Private
21083,35,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
21091,25,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Separated,Mexico,Craft-repair,White,Own-child,1,Private
21096,20,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,30,0,Never-married,United-States,0,Black,Own-child,1,0
21102,35,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
21121,68,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,30,0,Married-civ-spouse,United-States,Other-service,White,Husband,1,Self-emp-not-inc
21130,49,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,India,Tech-support,Asian-Pac-Islander,Unmarried,0,Private
21137,34,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
21159,59,3103,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,35,1,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Private
21173,43,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Farming-fishing,Black,Not-in-family,1,Private
21174,53,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Other-service,Black,Husband,1,Local-gov
21180,38,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Sales,White,Wife,0,Private
21186,28,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,Italy,Craft-repair,White,Husband,1,Self-emp-not-inc
21192,52,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,60,0,Divorced,United-States,Sales,White,Not-in-family,1,Private
21202,22,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,35,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family,0,Private
21204,33,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
21210,32,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Self-emp-inc
21218,29,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,35,0,Married-civ-spouse,Vietnam,Adm-clerical,Asian-Pac-Islander,Wife,0,Private
21229,31,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,37,0,Married-civ-spouse,United-States,Adm-clerical,White,Wife,0,Private
21242,19,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,35,0,Never-married,United-States,0,Black,Own-child,1,0
21262,18,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,20,0,Never-married,United-States,Other-service,White,Own-child,0,Private
21280,36,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Federal-gov
21288,33,0,1740,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
21290,53,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Self-emp-not-inc
